0.0905768 340
0.0905768 680
0.0905768 1020
0.0905768 1360
0.0905768 1700
0.0905768 2040
0.0905768 2380
0.0905768 2720
0.0905768 3060
0.0905768 3400
0.18279 3060
0.18279 3400
0.18279 3740
0.185942 3060
0.185942 3400
0.185942 3740
0.185942 4080
0.189094 3400
0.189094 3740
0.189094 4080
0.189094 4420
0.193861 3740
0.193861 4080
0.193861 4420
0.195437 4080
0.195437 4420
0.197013 3740
0.197013 4080
0.197013 4420
0.274999 4080
0.274999 4420
0.276575 4080
0.276575 4420
0.278151 4080
0.278151 4420
0.279727 4080
0.279727 4420
0.281303 4080
0.281303 4420
0.282879 4080
0.282879 4420
0.284455 4080
0.284455 4420
0.286031 4080
0.286031 4420
0.287607 4080
0.287607 4420
0.289183 4080
0.289183 4420
0.290759 4080
0.290759 4420
0.292297 4080
0.292297 4420
0.292297 4760
0.36717 4080
0.36717 4420
0.36717 4760
0.370322 4080
0.370322 4420
0.370322 4760
0.373474 4080
0.373474 4420
0.373474 4760
0.376626 4080
0.376626 4420
0.376626 4760
0.379778 4080
0.379778 4420
0.379778 4760
0.38293 4080
0.38293 4420
0.38293 4760
0.386082 4080
0.386082 4420
0.386082 4760
0.460916 4080
0.460916 4420
0.460916 4760
0.464068 4080
0.464068 4420
0.464068 4760
0.46722 4080
0.46722 4420
0.46722 4760
0.470372 4080
0.470372 4420
0.470372 4760
0.473524 4080
0.473524 4420
0.473524 4760
0.476676 4080
0.476676 4420
0.476676 4760
0.479828 4080
0.479828 4420
0.479828 4760
0.554662 4080
0.554662 4420
0.554662 4760
0.554662 5100
0.557814 4420
0.557814 4760
0.557814 5100
0.560966 4420
0.560966 4760
0.560966 5100
0.564118 4420
0.564118 4760
0.564118 5100
0.56727 4420
0.56727 4760
0.56727 5100
0.570422 4420
0.570422 4760
0.570422 5100
0.573574 4420
0.573574 4760
0.573574 5100
0.648409 4420
0.648409 4760
0.648409 5100
0.651561 4420
0.651561 4760
0.651561 5100
0.654713 4420
0.654713 4760
0.654713 5100
0.657865 4420
0.657865 4760
0.657865 5100
0.661017 4420
0.661017 4760
0.661017 5100
0.664169 4420
0.664169 4760
0.664169 5100
0.667321 4420
0.667321 4760
0.667321 5100
0.740579 4420
0.740579 4760
0.740579 5100
0.743731 4420
0.743731 4760
0.743731 5100
0.746883 4420
0.746883 4760
0.746883 5100
0.746883 5440
0.750035 4760
0.750035 5100
0.750035 5440
0.753187 4760
0.753187 5100
0.753187 5440
0.756339 4760
